id	level1	level2	level3	level4	level5
1403560467570823173	NOT-ABUSIVE				
1403395695231574019	ABUS	OTHERS			
1430603701270499329	NOT-ABUSIVE				
1429930146660864004	ABUS	GROUP; OTHERS	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1429893832682971141	NOT-ABUSIVE				
1429871275539943429	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1429857862961012737	NOT-ABUSIVE				
1429852257902895107	NOT-ABUSIVE				
1429830148753330180	NOT-ABUSIVE				
1429819379185823745	NOT-ABUSIVE				
1429819282377031687	NOT-ABUSIVE				
1429818102221508613	NOT-ABUSIVE				
1429796529515139073	ABUS	IND			
1429757782358646789	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-JUDAISM	ANIMOSITY
1429756218302738436	ABUS	IND; OTHERS			
1429747473166311425	NOT-ABUSIVE				
1429726474672746496	NOT-ABUSIVE				
1429723804855582721	NOT-ABUSIVE				
1429694948388098055	NOT-ABUSIVE				
1429677206582841344	ABUS	IND			
1429563941290655749	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1429559870261452806	NOT-ABUSIVE				
1429525171547873287	ABUS	IND			
1429522431006449666	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1429506573869723652	NOT-ABUSIVE				
1429503530805628933	NOT-ABUSIVE				
1429402723737346048	NOT-ABUSIVE				
1422985286393516034	NOT-ABUSIVE				
1431896396441997312	NOT-ABUSIVE				
1431248362809004032	NOT-ABUSIVE				
1430209396659867658	NOT-ABUSIVE				
1426818146816692226	NOT-ABUSIVE				
1426544003537833990	NOT-ABUSIVE				
1425605635928907776	NOT-ABUSIVE				
1425017661138915340	NOT-ABUSIVE				
1424923820629053442	NOT-ABUSIVE				
1424737273950711809	NOT-ABUSIVE				
1424726951651074049	NOT-ABUSIVE				
1424633388951035908	NOT-ABUSIVE				
1424509315998785542	NOT-ABUSIVE				
1424490972868644874	NOT-ABUSIVE				
1424444323551121415	NOT-ABUSIVE				
1424437168282423319	NOT-ABUSIVE				
1424357596404846592	NOT-ABUSIVE				
1424271682051710976	NOT-ABUSIVE				
1423934564951547905	NOT-ABUSIVE				
1423712726132613121	NOT-ABUSIVE				
1423661252996440067	NOT-ABUSIVE				
1423653940739121155	NOT-ABUSIVE				
1423651339175858179	NOT-ABUSIVE				
1423605771615485956	NOT-ABUSIVE				
1423604897711263745	NOT-ABUSIVE				
1423584051512938499	NOT-ABUSIVE				
1423434112082272262	NOT-ABUSIVE				
1423289336225665029	NOT-ABUSIVE				
1423280352873779202	ABUS	IND			
1423244074065317896	ABUS	IND			
1423187726275334149	NOT-ABUSIVE				
1423175839118774275	NOT-ABUSIVE				
1423042617827266561	NOT-ABUSIVE				
1422963351420813316	NOT-ABUSIVE				
1422880522108239880	NOT-ABUSIVE				
1422838640162508800	NOT-ABUSIVE				
1422828300297293826	NOT-ABUSIVE				
1422800738275692548	NOT-ABUSIVE				
1422798841976340483	NOT-ABUSIVE				
1422683025750511626	NOT-ABUSIVE				
1422614607848480771	NOT-ABUSIVE				
1422519335344611345	NOT-ABUSIVE				
1422512345721544709	NOT-ABUSIVE				
1422283675274723329	ABUS	UNT			
1422274332269613062	NOT-ABUSIVE				
1422266952152723457	NOT-ABUSIVE				
1422199760572796939	NOT-ABUSIVE				
1422165373986779139	NOT-ABUSIVE				
1422142632659099648	NOT-ABUSIVE				
1422122439006425088	NOT-ABUSIVE				
1422110526184775681	NOT-ABUSIVE				
1421908595340316678	NOT-ABUSIVE				
1421908522455994368	NOT-ABUSIVE				
1421870111678517250	NOT-ABUSIVE				
1421769186380898305	NOT-ABUSIVE				
1421738649574588419	NOT-ABUSIVE				
1344765833554354176	NOT-ABUSIVE				
1344704073593982979	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1344655477708304384	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1344646161165144065	NOT-ABUSIVE				
1344603703064588289	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1344548340546101248	NOT-ABUSIVE				
1344375859923333122	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1344360040216600576	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1344309845781000194	NOT-ABUSIVE				
1344288695877316613	NOT-ABUSIVE				
1344256918710325248	NOT-ABUSIVE				
1344249100703846401	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1344247303713026048	NOT-ABUSIVE				
1344243838752350208	NOT-ABUSIVE				
1344006951714381826	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343969305134821378	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343940642909679617	NOT-ABUSIVE				
1343878187835658240	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343817976311668737	ABUS	OTHERS			
1343724657527156738	NOT-ABUSIVE				
1343668106259025921	ABUS	UNT; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343656460253802496	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343651489328328704	NOT-ABUSIVE				
1343628250149498881	NOT-ABUSIVE				
1343579679740014594	ABUS	IND; GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1343572358796353538	ABUS	UNT			
1343509941475299328	ABUS	IND			
1343493080037646336	NOT-ABUSIVE				
1343427109574815745	NOT-ABUSIVE				
1343385664000303105	NOT-ABUSIVE				
1343326074806149126	NOT-ABUSIVE				
1343326032473042960	NOT-ABUSIVE				
1343325025269649409	NOT-ABUSIVE				
1343261635444674567	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1343212564075917313	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343204361653149696	NOT-ABUSIVE				
1343142944925249538	NOT-ABUSIVE				
1343126785421094912	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1342961863651422212	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342928021070733312	ABUS	IND			
1342914533061505024	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342910572426371074	NOT-ABUSIVE				
1342903459473973250	NOT-ABUSIVE				
1342875458736693248	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342869675202514950	NOT-ABUSIVE				
1342862375616184322	NOT-ABUSIVE				
1342855025463328768	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342826859210432512	NOT-ABUSIVE				
1342812538468233217	ABUS	IND; OTHERS			
1342810437436534785	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342770491799580678	NOT-ABUSIVE				
1342741228887166977	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342739310852894723	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1342705457744510976	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342676593001570305	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ABUSIVE-HUMOUR
1342639956481728512	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342582028231966722	ABUS	OTHERS			
1342521646675070977	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342496240886558721	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342489349015949312	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342460465704820737	ABUS	IND			
1342428229311881216	NOT-ABUSIVE				
1342250265009917952	NOT-ABUSIVE				
1342217303585390593	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342202234516418570	NOT-ABUSIVE				
1342169574905679879	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342001100761796610	NOT-ABUSIVE				
1341869103632560133	NOT-ABUSIVE				
1341815010876657666	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1341777806632611844	NOT-ABUSIVE				
1341769457597886465	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1341739644753502211	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341717993865285632	NOT-ABUSIVE				
1341702690590568448	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341686682534498304	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341659534901850115	NOT-ABUSIVE				
1341474341737930757	ABUS	OTHERS			
1341388571308138498	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341295573647953921	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341113481144266752	NOT-ABUSIVE				
1341113396519956481	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1341108473069760516	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1341101865128357891	NOT-ABUSIVE				
1341020665122570243	NOT-ABUSIVE				
1341019799619596292	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340992851077947393	NOT-ABUSIVE				
1340834601753784320	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340779461629923329	NOT-ABUSIVE				
1340771859860770816	ABUS	UNT; GROUP; GROUP; GROUP	OTHER; RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340768107120500736	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340754586492133377	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340739432194957312	ABUS	OTHERS			
1340727119953993729	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1340674270209445890	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1340662528884568066	ABUS	IND			
1340656335885615113	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340653386790744065	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340652259810680833	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340629408357502976	ABUS	IND			
1340621671418486784	NOT-ABUSIVE				
1340591015955197954	NOT-ABUSIVE				
1340579668332785664	NOT-ABUSIVE				
1340578648785612801	NOT-ABUSIVE				
1340546813594640389	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340414769145274373	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1340408669872242689	ABUS	GROUP; GROUP; GROUP	RELIGIOUS-HATE; RELIGIOUS-HATE; RELIGIOUS-HATE	ANTI-CHRISTIANITY; ANTI-JUDAISM; ANTI-ISLAM	THREATENING-LANGUAGE; THREATENING-LANGUAGE; THREATENING-LANGUAGE
1340370981672632323	NOT-ABUSIVE				
1340340338523779074	NOT-ABUSIVE				
1340310839769915393	NOT-ABUSIVE				
1340285445691858947	NOT-ABUSIVE				
1340256007902117888	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340235665234128897	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1340231218844102657	NOT-ABUSIVE				
1340219968563138561	NOT-ABUSIVE				
1340202313529630721	ABUS	GROUP	MISOGYNY		
1340192717154873352	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340171326485630976	NOT-ABUSIVE				
1340100940439941121	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339919573819269121	NOT-ABUSIVE				
1339912813414891520	ABUS	IND; OTHERS			
1339895217693069315	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339884118633558018	NOT-ABUSIVE				
1339883346382491649	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339864728114515968	NOT-ABUSIVE				
1339861824838250497	NOT-ABUSIVE				
1339857105365463043	NOT-ABUSIVE				
1339824847447347206	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339669516431847431	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339620310233051138	ABUS	OTHERS; GROUP; GROUP; GROUP; GROUP	MISOGYNY; RACISM; OTHER; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339619056954040322	NOT-ABUSIVE				
1339618508049698817	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339616148699099139	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339480778145755136	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339335080481853441	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339329151824769029	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1339242913235087360	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1339144626276605952	NOT-ABUSIVE				
1339054853067317249	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1338956521993023488	NOT-ABUSIVE				
1338941008999026691	NOT-ABUSIVE				
1338841639142494208	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1338840789363937283	NOT-ABUSIVE				
1338790304086941696	NOT-ABUSIVE				
1338550647420018691	NOT-ABUSIVE				
1338529958940078085	NOT-ABUSIVE				
1338511998557048832	NOT-ABUSIVE				
1338493733579481100	ABUS	IND			
1338491915843592198	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1338458778149195776	NOT-ABUSIVE				
1338239250496704513	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1338229211945979908	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1338185291132248064	NOT-ABUSIVE				
1338153301624442881	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1338141307076800512	NOT-ABUSIVE				
1338123694108012546	NOT-ABUSIVE				
1338111817042833409	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1338048140650405889	NOT-ABUSIVE				
1337889608151994371	NOT-ABUSIVE				
1337882179980959746	NOT-ABUSIVE				
1337814263553986563	NOT-ABUSIVE				
1337806225556299776	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1337802794812780550	NOT-ABUSIVE				
1337797673567608832	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1337779274779078656	ABUS	OTHERS			
1337765492279431169	NOT-ABUSIVE				
1337682089962041347	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1337608376977674243	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1337584854108663814	ABUS	OTHERS			
1337524645399056389	NOT-ABUSIVE				
1337524364087078920	NOT-ABUSIVE				
1337509348042534917	NOT-ABUSIVE				
1337481317668298753	NOT-ABUSIVE				
1337474847467839488	NOT-ABUSIVE				
1337432666493362178	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1337394117819691014	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1337368623007100930	ABUS	UNT			
1337366887462809605	NOT-ABUSIVE				
1337362043561799681	NOT-ABUSIVE				
1337357230933495810	ABUS	GROUP; GROUP	MISOGYNY; RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1337353881714647042	NOT-ABUSIVE				
1337303081512554497	NOT-ABUSIVE				
1337170781349048323	NOT-ABUSIVE				
1337121813260890115	ABUS	OTHERS			
1337091935077535747	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1337042053734260736	ABUS	IND; GROUP; GROUP; GROUP; GROUP	OTHER; MISOGYNY; RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1336988852968419328	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1336986696924221440	NOT-ABUSIVE				
1336956465073057793	NOT-ABUSIVE				
1336901791678664707	NOT-ABUSIVE				
1336824536872996869	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1336734722915962888	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1336731503837974529	NOT-ABUSIVE				
1336687590825717760	NOT-ABUSIVE				
1336685337003716608	NOT-ABUSIVE				
1336630529131737089	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1336604976018313217	NOT-ABUSIVE				
1336464237636542465	ABUS	OTHERS			
1336425288037781511	ABUS	GROUP	RACISM		
1336339138501632000	NOT-ABUSIVE				
1336324484404408323	NOT-ABUSIVE				
1336324144699301888	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1336319408554221568	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1336297558252064768	NOT-ABUSIVE				
1336243897727586304	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1336070068371943426	NOT-ABUSIVE				
1336047738341953539	NOT-ABUSIVE				
1336009482925711360	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1335985721589501952	NOT-ABUSIVE				
1335969598026477571	NOT-ABUSIVE				
1335938056797499394	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1335896536518184963	ABUS	GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1335661822804955144	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335645649962938374	NOT-ABUSIVE				
1335640045525594117	ABUS	UNT; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335621316028854272	NOT-ABUSIVE				
1335616735102324736	ABUS	IND; GROUP; GROUP	RACISM; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1335605742313877507	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335604658719612931	NOT-ABUSIVE				
1335601964051214336	ABUS	OTHERS			
1335586080830222336	NOT-ABUSIVE				
1335582842085060609	ABUS	UNT; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335582707464679424	NOT-ABUSIVE				
1335577466958704640	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335541970555588608	ABUS	IND			
1335537197383028736	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1335496778918092805	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1335482690305478656	ABUS	OTHERS			
1335340332939141125	NOT-ABUSIVE				
1335309614829723648	NOT-ABUSIVE				
1335281991713951745	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1335227450662539265	ABUS	OTHERS			
1335153417946341376	NOT-ABUSIVE				
1335152539260645377	NOT-ABUSIVE				
1334954370962780165	NOT-ABUSIVE				
1334953963393863682	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1334891821487562752	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1334834662858960896	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1334819671003045892	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334708373586120707	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334651130446491651	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334596285891031046	NOT-ABUSIVE				
1334596133981728780	NOT-ABUSIVE				
1334587907345166338	ABUS	IND			
1334576349885902849	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1334510855686402052	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334503420745699330	NOT-ABUSIVE				
1334473683159625728	NOT-ABUSIVE				
1334453333478813698	NOT-ABUSIVE				
1334433054664904705	ABUS	IND			
1334401100821241856	NOT-ABUSIVE				
1334340273011351553	NOT-ABUSIVE				
1334312295732744194	NOT-ABUSIVE				
1334200085928882179	NOT-ABUSIVE				
1334157360227639300	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334134516731011080	NOT-ABUSIVE				
1334129670049107969	ABUS	OTHERS			
1334116365372846080	NOT-ABUSIVE				
1334091673819897856	NOT-ABUSIVE				
1334088581187563520	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334063852468703233	NOT-ABUSIVE				
1334060513484017665	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334050035978342401	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1334038628348153857	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1333927043151630336	NOT-ABUSIVE				
1333875563673645056	ABUS	UNT; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333853819348930561	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333837669525229569	NOT-ABUSIVE				
1333822308247621633	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333801753641291783	NOT-ABUSIVE				
1333769668658651138	NOT-ABUSIVE				
1333766375920324613	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333754523354099714	NOT-ABUSIVE				
1333683725230608384	NOT-ABUSIVE				
1333675795563368454	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333644496194600960	NOT-ABUSIVE				
1344195575739260930	NOT-ABUSIVE				
1340678036455342080	NOT-ABUSIVE				
1337688215164235776	ABUS	IND			
1337654524065042439	ABUS	IND			
1337317213792047105	ABUS	IND			
1335164862981353472	NOT-ABUSIVE				
1334139074119159808	NOT-ABUSIVE				
1344387233525223425	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1344279494820040709	NOT-ABUSIVE				
1344011007098810370	NOT-ABUSIVE				
1343899459139342337	NOT-ABUSIVE				
1343879901133352960	NOT-ABUSIVE				
1343844227160145922	NOT-ABUSIVE				
1343704887608168449	NOT-ABUSIVE				
1343538560163606530	NOT-ABUSIVE				
1343316813501902848	NOT-ABUSIVE				
1343202228476239872	NOT-ABUSIVE				
1343181545616646145	ABUS	IND; OTHERS; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1343153861893173249	NOT-ABUSIVE				
1343031093444939776	ABUS	OTHERS; GROUP; GROUP	OTHER; RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1342940711465996289	NOT-ABUSIVE				
1342919857499762690	NOT-ABUSIVE				
1342892236095320064	NOT-ABUSIVE				
1342890616607404033	ABUS	OTHERS			
1335679111050760193	NOT-ABUSIVE				
1341393979326291968	NOT-ABUSIVE				
1338937228790276096	NOT-ABUSIVE				
1337103120938176513	NOT-ABUSIVE				
1336397638690889732	NOT-ABUSIVE				
1334227629382242305	NOT-ABUSIVE				
1365576077465309185	NOT-ABUSIVE				
1365232521072562178	NOT-ABUSIVE				
1364877394088230914	NOT-ABUSIVE				
1364640948198719491	NOT-ABUSIVE				
1364638482849759238	NOT-ABUSIVE				
1364326977201704963	NOT-ABUSIVE				
1363976038171181067	NOT-ABUSIVE				
1363783207762726913	NOT-ABUSIVE				
1363191572419006470	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1363117400053469184	NOT-ABUSIVE				
1362128304858349568	ABUS	GROUP	MISOGYNY		
1359230176681418755	ABUS	GROUP; GROUP	MISOGYNY; RELIGIOUS-HATE	ANTI-ISLAM	ABUSIVE-HUMOUR
1359099855264710656	NOT-ABUSIVE				
1358222939238371328	NOT-ABUSIVE				
1357636626432819208	ABUS	UNT			
1356999995996667910	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1356118770998239232	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1362656979295027204	NOT-ABUSIVE				
1357994334361067520	NOT-ABUSIVE				
1385971762937147394	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1384543239521411077	NOT-ABUSIVE				
1384201388884852737	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1379378627310190595	NOT-ABUSIVE				
1379370888924127233	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	THREATENING-LANGUAGE
1379345731845287937	NOT-ABUSIVE				
1379339229944287234	ABUS	IND			
1379315097760366594	ABUS	IND			
1379306714823024641	NOT-ABUSIVE				
1379149508433616905	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1379143249282105350	NOT-ABUSIVE				
1379121769387278339	NOT-ABUSIVE				
1379115907851681797	NOT-ABUSIVE				
1379080408755765265	NOT-ABUSIVE				
1379079378353672193	NOT-ABUSIVE				
1379002480260956167	NOT-ABUSIVE				
1379002309246603266	NOT-ABUSIVE				
1379000114711248899	NOT-ABUSIVE				
1378988989252788226	NOT-ABUSIVE				
1378778338744008705	NOT-ABUSIVE				
