id	maj_label1	labels1	maj_label2	labels2	maj_label3	labels3
1402159225715953666	NOT ABUSIVE	0; 0; 0; 0; 0				
1338726931232075782	NOT ABUSIVE	0; 0; 0; 0; 0				
1336503404928126977	NOT ABUSIVE	0; 4; 4; 0; 0				
1400992883868520450	NOT ABUSIVE	0; 0; 0; 4; 4				
1342915810390462464	NOT ABUSIVE	0; 0; 0; 0; 0				
1403036602029514757	NOT ABUSIVE	0; 0; 0; 0; 0				
1424806969949360129	NOT ABUSIVE	0; 0; 0; 0; 0				
1342718048374038530	NOT ABUSIVE	0; 0; 0; 0; 0				
1427062435077365762	GROUP	4; 4; 4; 4; 0	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	2; 3; 2; 2; 3
1380070994891698177	NOT ABUSIVE	0; 0; 0; 0; 0				
1337258418352971777	NOT ABUSIVE	0; 0; 0; 0; 0				
1383501142378782725	NOT ABUSIVE	0; 0; 0; 0; 0				
1427214762304180225	NOT ABUSIVE	0; 4; 0; 0; 0				
1342130003056742407	NOT ABUSIVE	0; 0; 0; 0; 0				
1338299844721475584	NOT ABUSIVE	0; 2; 0; 4; 0				
1337397680021049351	NOT ABUSIVE	0; 0; 0; 0; 0				
1386692873546960897	NOT ABUSIVE	0; 0; 0; 0; 0				
1365670733838483458	NOT ABUSIVE	0; 0; 0; 0; 0				
1379833959048216579	NOT ABUSIVE	4; 0; 4; 0; 0				
1380468874039074820	NOT ABUSIVE	0; 4; 4; 0; 0				
1335225078188027907	NOT ABUSIVE	0; 4; 4; 0; 0				
1384968278708211714	NOT ABUSIVE	0; 0; 0; 0; 0				
1341376426570702855	NOT ABUSIVE	0; 0; 4; 0; 0				
1333654242788331520	NOT ABUSIVE	0; 4; 1; 0; 0				
1404651697486450689	NOT ABUSIVE	0; 3; 0; 0; 0				
1342162551577083904	GROUP	1; 4; 4; 0; 0	ANTI-JUDAISM	1; 5; 6; 6; 6	DEROGATION AND DEHUMANIZATION	3; 2; 2; 2; 2
1379508916774649862	NOT ABUSIVE	0; 4; 4; 0; 0				
1425632948833955843	NOT ABUSIVE	0; 0; 0; 0; 0				
1358517234092498946	NOT ABUSIVE	0; 0; 0; 0; 0				
1421781125089796096	GROUP	0; 4; 4; 0; 4	ANTI-ISLAM	5; 5; 5; 6; 5	ANIMOSITY	3; 3; 2; 3; 3
1429754960766554115	NOT ABUSIVE	0; 0; 0; 0; 0				
1341039616724492292	GROUP	3; 4; 4; 4; 1	ANTI-JUDAISM	2; 6; 6; 4; 0	DEROGATION AND DEHUMANIZATION	2; 3; 2; 2; 3
1385402455454670849	NOT ABUSIVE	0; 0; 0; 0; 0				
1337769806699884553	NOT ABUSIVE	0; 0; 0; 0; 0				
1422463105532112903	NOT ABUSIVE	0; 0; 0; 0; 0				
1341275608077185024	GROUP	0; 4; 4; 0; 4	ANTI-CHRISTIANITY	4; 4; 0; 4; 4	DEROGATION AND DEHUMANIZATION	3; 2; 2; 3; 2
1344407086596292611	NOT ABUSIVE	4; 0; 0; 0; 0				
1428741750332428293	NOT ABUSIVE	1; 0; 0; 0; 0				
1335419469737455616	NOT ABUSIVE	3; 0; 3; 0; 0				
1400337588443963393	NOT ABUSIVE	4; 0; 4; 0; 0				
1342219483356790784	NOT ABUSIVE	0; 0; 0; 0; 0				
1359213884993900548	NOT ABUSIVE	0; 0; 0; 0; 0				
1378202462293696512	NOT ABUSIVE	2; 0; 4; 0; 0				
1337832468611739655	NOT ABUSIVE	2; 0; 0; 0; 0				
1425451231946985476	NOT ABUSIVE	0; 0; 0; 0; 0				
1381152908184535040	GROUP	4; 4; 4; 4; 4	ANTI-ISLAM	5; 5; 0; 5; 5	ANIMOSITY	3; 2; 3; 3; 2
1360306060725133316	NOT ABUSIVE	4; 0; 0; 4; 0				
1358085861037002761	NOT ABUSIVE	3; 0; 0; 0; 0				
1340111197690064896	NOT ABUSIVE	4; 4; 0; 0; 0				
1424476224504672261	NOT ABUSIVE	3; 0; 0; 0; 0				
1342146274582286338	GROUP	4; 4; 0; 4; 0	ANTI-JUDAISM	6; 6; 4; 0; 0	ANIMOSITY	3; 3; 3
1336655575979966471	NOT ABUSIVE	4; 0; 0; 0; 0				
1399796778636087297	NOT ABUSIVE	4; 0; 0; 0; 0				
1382699776613945344	GROUP	4; 0; 0; 4; 2	ANTI-ISLAM	5; 5; 5; 2; 0	DEROGATION AND DEHUMANIZATION	2; 3; 2; 2; 3
1361719960633016322	GROUP	0; 0; 3; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ABUSIVE HUMOR	3; 0; 2; 1; 0
1338251390167130112	NOT ABUSIVE	0; 0; 3; 0; 4				
1344279640009891840	GROUP	0; 1; 2; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION; ANIMOSITY	3; 3; 2; 1; 2
1362567261500899335	NOT ABUSIVE	0; 0; 4; 0; 4				
1382767976391323652	NOT ABUSIVE	0; 0; 1; 0; 4				
1422236169119707144	GROUP	4; 0; 4; 1; 4	ANTI-CHRISTIANITY	4; 4; 4; 0; 4	ANIMOSITY	3; 3; 3; 3; 3
1343829908112502784	INDIVIDUAL	0; 0; 3; 3; 4				
1428019624956727303	NOT ABUSIVE	0; 0; 3; 0; 4				
1386251608422375428	NOT ABUSIVE	0; 0; 2; 0; 4				
1337104100362772480	NOT ABUSIVE	0; 0; 0; 4; 0				
1432191502487334916	NOT ABUSIVE	0; 0; 0; 0; 0				
1421713438670303232	NOT ABUSIVE	0; 0; 0; 0; 0				
1380867463420727305	NOT ABUSIVE	0; 4; 0; 0; 4				
1340693255181139970	NOT ABUSIVE	0; 4; 0; 0; 0				
1424025719110316036	NOT ABUSIVE	0; 0; 0; 0; 0				
1382220382275506177	NOT ABUSIVE	0; 0; 0; 0; 0				
1381543165275033604	NOT ABUSIVE	0; 0; 0; 0; 1				
1383846280472891393	NOT ABUSIVE	0; 1; 3; 0; 0				
1343991342003838976	NOT ABUSIVE	0; 0; 0				
1342625100957409282	NOT ABUSIVE	0; 0; 0				
1343427614032056321	NOT ABUSIVE	0; 0; 0				
1424753538094280706	NOT ABUSIVE	0; 0; 0				
1334835027838980096	NOT ABUSIVE	0; 0; 0				
1365817733661696000	NOT ABUSIVE	0; 0; 0				
1340664160674312192	NOT ABUSIVE	0; 0; 3				
1408404347512246273	NOT ABUSIVE	0; 0; 0				
1432851912664158212	NOT ABUSIVE	0; 0; 0				
1423866235809316865	NOT ABUSIVE	0; 0; 0; 0; 0				
1427284441420898316	NOT ABUSIVE	0; 0; 0; 0; 4				
1342412608696012800	NOT ABUSIVE	0; 0; 0; 0; 0				
1341400206940749827	NOT ABUSIVE	0; 0; 0; 0; 2				
1400947563679956996	GROUP	0; 4; 4; 0; 3	RACISM	1; 2; 2; 2; 2		
1334648411128295424	GROUP	0; 0; 1; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	ABUSIVE HUMOR	3; 3; 0; 0; 0
1342512782248443905	NOT ABUSIVE	0; 0; 0; 0; 4				
1342447199679107073	UNTARGETED	1; 1; 0; 1; 0				
1341195034998296578	NOT ABUSIVE	0; 0; 0; 0; 0				
1339036870299291648	NOT ABUSIVE	0; 0; 0; 0; 0				
1423471648951439363	NOT ABUSIVE	0; 0; 0; 0; 0				
1340472334826807297	NOT ABUSIVE	0; 0; 0; 0; 0				
1429989773062676483	NOT ABUSIVE	4; 0; 0; 0; 0				
1365328293822672896	NOT ABUSIVE	0; 0; 0; 0; 0				
1363825363885916162	NOT ABUSIVE	0; 0; 0; 0; 0				
1343979046191960065	NOT ABUSIVE	0; 0; 0; 0; 0				
1344623161220993024	NOT ABUSIVE	0; 0; 0; 0; 0				
1362370594550018048	NOT ABUSIVE	2; 0; 0; 0; 0				
1340292785119916032	NOT ABUSIVE	0; 0; 0; 0; 0				
1341883762368512000	NOT ABUSIVE	0; 0; 0; 0; 0				
1402925555368988672	NOT ABUSIVE	0; 0; 0; 0; 0				
1422185824775335938	NOT ABUSIVE	0; 0; 0; 0; 0				
1430700087609548808	NOT ABUSIVE	0; 4; 0; 4; 0				
1341982179010740226	NOT ABUSIVE	0; 0; 0; 0; 0				
1344108590936764416	NOT ABUSIVE	0; 0; 0; 0; 0				
1431668775431114759	NOT ABUSIVE	0; 4; 0; 0; 0				
1341702461275447302	NOT ABUSIVE	0; 0; 0; 0; 0				
1341801338938810368	NOT ABUSIVE	0; 0; 0; 0; 0				
1340659834459447297	NOT ABUSIVE	0; 0; 0; 0; 0				
1342414206969106432	NOT ABUSIVE	0; 0; 0; 0; 3				
1344738721552343042	NOT ABUSIVE	0; 0; 0; 0; 0				
1338438143507386368	NOT ABUSIVE	0; 0; 0; 0; 0				
1427634113176035328	NOT ABUSIVE	0; 0; 0; 0; 1				
1336065745369915393	NOT ABUSIVE	0; 0; 0; 0; 1				
1403574523056648194	INDIVIDUAL	0; 3; 4; 0; 3				
1407198011747352577	NOT ABUSIVE	0; 0; 0; 0; 1				
1424068818314301442	NOT ABUSIVE	0; 4; 0; 0; 0				
1344767057825562627	NOT ABUSIVE	0; 4; 0; 0; 0				
1343104972272107520	NOT ABUSIVE	0; 0; 0; 0; 0				
1432395796050239490	NOT ABUSIVE	0; 4; 0; 0; 0				
1432769907108847621	NOT ABUSIVE	0; 4; 0; 0; 0				
1400929258931994629	NOT ABUSIVE	0; 4; 0; 0; 0				
1342222860186693635	NOT ABUSIVE	0; 4; 0; 0; 0				
1341490155346141184	NOT ABUSIVE	0; 4; 0; 0; 0				
1344231367106846720	NOT ABUSIVE	0; 0; 0; 0; 0				
1380456753733664768	NOT ABUSIVE	0; 0; 0; 0; 4				
1341090522342043650	NOT ABUSIVE	0; 0; 0; 0; 0				
1382321956788310019	NOT ABUSIVE	0; 0; 0; 3; 0				
1341445426109698049	NOT ABUSIVE	0; 0; 0; 0; 0				
1342850001114968068	NOT ABUSIVE	0; 0; 0; 0; 0				
1365064973270077446	NOT ABUSIVE	0; 0; 0; 3; 0				
1401589018509275136	NOT ABUSIVE	0; 0; 0; 0; 4				
1341527734829207552	GROUP	4; 4; 2	ANTI-JUDAISM	6; 6; 6; 6; 6	ABUSIVE HUMOR; DEROGATION AND DEHUMANIZATION	0; 3; 0; 2; 2
1342648928525815810	GROUP	4; 0; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	THREATENING LANGUAGE	1; 1; 2; 2; 1
1407358125863211011	NOT ABUSIVE	0; 0; 4				
1357112139245178881	NOT ABUSIVE	0; 0; 3				
1381974707398979589	NOT ABUSIVE	0; 0; 4				
1336077434152685568	NOT ABUSIVE	0; 0; 3				
1344130411698544643	NOT ABUSIVE	0; 0; 0; 0				
1381941780531187717	NOT ABUSIVE	0; 0; 4; 0				
1343755798212714496	NOT ABUSIVE	0; 0; 0; 0				
1381635076686020612	NOT ABUSIVE	0; 0; 0; 0				
1430819379839737857	NOT ABUSIVE	0; 0; 0; 0				
1342377995194036224	NOT ABUSIVE	0; 0; 0; 0				
1338594936569139200	NOT ABUSIVE	0; 0; 0; 0				
1379756037922770946	NOT ABUSIVE	0; 0; 4; 0				
1336874568871395329	NOT ABUSIVE	0; 0; 4; 0				
1378805858658889728	NOT ABUSIVE	0; 0; 0; 0; 2				
1343710157830815746	NOT ABUSIVE	0; 0; 4; 0; 0				
1422062671248171008	NOT ABUSIVE	0; 0; 0; 0; 0				
1429921024905187331	NOT ABUSIVE	3; 0; 0; 1; 4				
1335256442249601032	NOT ABUSIVE	0; 0; 0; 0; 4				
1381487685060198400	NOT ABUSIVE	0; 0; 0; 0; 0				
1344312524582240257	NOT ABUSIVE	0; 0; 0; 0; 0				
1339581198624935938	NOT ABUSIVE	0; 0; 0; 0; 0				
1342953399747309572	NOT ABUSIVE	0; 0; 0; 0; 0				
1356752984206639106	NOT ABUSIVE	4; 0; 0; 0; 0				
1364273158371565569	NOT ABUSIVE	4; 0; 0; 0; 0				
1333889392616718337	GROUP	3; 0; 4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	ANIMOSITY	3; 3; 3; 3; 3
1401222955779215365	NOT ABUSIVE	4; 0; 0; 0; 0				
1342449415924174849	NOT ABUSIVE	3; 0; 0; 0; 0				
1343340208004194308	NOT ABUSIVE	4; 0; 0; 0; 0				
1336368861852078081	GROUP	4; 0; 4; 0; 4	ANTI-CHRISTIANITY	4; 4; 4; 0; 4	DEROGATION AND DEHUMANIZATION	2; 3; 2; 2
1342937487845421056	NOT ABUSIVE	3; 0; 0; 0; 4				
1343129337638359040	NOT ABUSIVE	2; 0; 0; 0; 0				
1429904552443191304	NOT ABUSIVE	0; 0; 0; 0; 0				
1429389961795571714	NOT ABUSIVE	0; 0; 0; 0; 4				
1431330727807754241	NOT ABUSIVE	0; 0; 0; 0; 0				
1426242328012939274	NOT ABUSIVE	0; 0; 0; 0; 0				
1430878903741161473	NOT ABUSIVE	0; 0; 0; 0; 0				
1359922722948616194	NOT ABUSIVE	0; 0; 0; 0; 4				
1407012684881559553	NOT ABUSIVE	0; 0; 0; 0; 0				
1360020004670820353	NOT ABUSIVE	0; 0; 0; 0; 0				
1365359711780921344	NOT ABUSIVE	0; 0; 0; 0; 4				
1422712783007793155	NOT ABUSIVE	3; 0; 0; 0; 4				
1365081280270991361	NOT ABUSIVE	2; 0; 0; 0; 4				
1428519207960932353	NOT ABUSIVE	4; 0; 0; 0; 4				
1342598815409430528	NOT ABUSIVE	4; 0; 0; 0; 4				
1342906560352317444	NOT ABUSIVE	4; 0; 0; 0; 4				
1336293523168092164	NOT ABUSIVE	0; 0; 0; 0; 4				
1421896090454925312	GROUP	3; 4; 4; 0; 4	OTHERS	1; 1; 1; 1; 3		
1385822552509976580	GROUP	4; 4; 4; 0; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	3; 2; 3; 2; 2
1343404950957793280	NOT ABUSIVE	4; 0; 0; 4; 0				
1340013647393943555	NOT ABUSIVE	4; 0; 0; 3; 0				
1404170717671964679	NOT ABUSIVE	0; 0; 0; 0; 0				
1343266538976129027	NOT ABUSIVE	4; 0; 0; 0; 0				
1431927389316132865	NOT ABUSIVE	0; 0; 0; 0; 0				
1342394658253660160	NOT ABUSIVE	0; 0; 0; 0; 0				
1339721142387531776	GROUP	4; 0; 4; 4; 0	ANTI-JUDAISM	6; 6; 6; 1; 0	ANIMOSITY	3; 0; 2; 3; 3
1342481984140951553	NOT ABUSIVE	0; 0; 0; 0; 0				
1431684322377994244	NOT ABUSIVE	0; 1; 0; 0; 0				
1362048353396260872	NOT ABUSIVE	0; 0; 2; 2; 0				
1403954776652402692	OTHERS	4; 4; 2; 2; 2				
1336262283689771009	NOT ABUSIVE	0; 0; 0; 0; 0				
1359254438767132677	GROUP	4; 0; 4; 4; 4	ANTI-JUDAISM	6; 0; 6; 6; 0	ABUSIVE HUMOR; DEROGATION AND DEHUMANIZATION	3; 0; 2; 2; 0
1400103679382917120	NOT ABUSIVE	0; 0; 2; 2; 0				
1341617536035647493	NOT ABUSIVE	0; 0; 0; 0; 0				
1401875905572597762	NOT ABUSIVE	0; 0; 0; 0; 0				
1341778743279439872	NOT ABUSIVE	0; 0; 0; 0; 0				
1426573579584425988	NOT ABUSIVE	0; 0; 0; 0; 0				
1342001835536601088	NOT ABUSIVE	0; 0; 0; 0; 0				
1344037003151589376	NOT ABUSIVE	0; 0; 0; 0; 0				
1381737179408400394	NOT ABUSIVE	0; 0; 0; 0; 0				
1426532446678495238	NOT ABUSIVE	0; 0; 0; 0; 0				
1343557407880998913	NOT ABUSIVE	0; 0; 0; 0; 0				
1401568294293942275	NOT ABUSIVE	0; 0; 0; 1; 4				
1339939955431231488	NOT ABUSIVE	0; 0; 0; 0; 0				
1424484847460945923	NOT ABUSIVE	0; 0; 0; 0; 0				
1341147013283524612	NOT ABUSIVE	0; 0; 0; 0; 0				
1340326910560235522	NOT ABUSIVE	0; 0; 0; 0; 0				
1336727548168986630	NOT ABUSIVE	0; 0; 0; 0; 0				
1333917699932614659	NOT ABUSIVE	0; 0; 0; 0; 0				
1400758998023000067	NOT ABUSIVE	3; 4; 0; 0; 0				
1342301991402229760	NOT ABUSIVE	0; 0; 0; 0; 0				
1427649731858247683	NOT ABUSIVE	0; 1; 0; 0; 0				
1424052425133072387	NOT ABUSIVE	0; 0; 0; 0; 0				
1364666435423801348	NOT ABUSIVE	0; 0; 0; 0; 0				
1423472934656430084	NOT ABUSIVE	0; 0; 4; 0; 4				
1340016718882586624	OTHERS	1; 2; 2; 0; 4				
1343647311306620930	NOT ABUSIVE	4; 0; 0; 0; 4				
1333725274920407042	GROUP	4; 4; 4; 2; 4	OTHERS	5; 1; 5; 1; 2		
1381644448443023364	NOT ABUSIVE	1; 0; 0; 0; 4				
1344348695291195396	NOT ABUSIVE	0; 0; 0; 0; 0				
1339077789622956032	NOT ABUSIVE	0; 0; 0; 0; 0				
1342513298818789376	NOT ABUSIVE	0; 3; 0; 3; 0				
1378320494676545536	NOT ABUSIVE	0; 0; 0; 0; 0				
1428397628333645833	NOT ABUSIVE	4; 0; 0; 0				
1402396438869549057	NOT ABUSIVE	0; 4; 0; 0				
1342940423279542273	NOT ABUSIVE	4; 0; 0; 0				
1399648547386048513	NOT ABUSIVE	0; 0; 0; 0				
1342490756494352390	GROUP	4; 4; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 3	ANIMOSITY	2; 3; 0; 3; 3
1339930559422681088	GROUP	4; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 4	THREATENING LANGUAGE	2; 3; 0; 1; 1
1335786071536361473	NOT ABUSIVE	0; 0; 0; 0				
1361694132427710464	NOT ABUSIVE	0; 0; 0; 0				
1336140632843153411	GROUP	4; 0; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	3; 2; 2; 3; 2
1380395817610121216	NOT ABUSIVE	0; 0; 0; 0; 0				
1422376896759803906	NOT ABUSIVE	3; 0; 4; 0; 0				
1402225037856358401	NOT ABUSIVE	0; 0; 0; 0; 0				
1409841998241144841	NOT ABUSIVE	0; 0; 0; 0; 0				
1342873327241744384	GROUP	4; 4; 4; 0; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	ANIMOSITY	3; 3; 2; 2; 3
1336190343927230466	INDIVIDUAL	3; 3; 1; 4; 3				
1357705844016762884	NOT ABUSIVE	0; 0; 0; 0; 0				
1422407572548591620	NOT ABUSIVE	0; 0; 0; 0; 0				
1340839252020527110	GROUP	4; 4; 0; 4; 0	ANTI-ISLAM	5; 6; 5; 0; 2	DEROGATION AND DEHUMANIZATION; ANIMOSITY	2; 3; 2; 3
1339202713045766145	NOT ABUSIVE	0; 0; 0; 0; 0				
1342227606050107392	NOT ABUSIVE	0; 0; 0; 0; 0				
1422120763591692288	NOT ABUSIVE	0; 0; 0; 0; 0				
1386243241238949889	NOT ABUSIVE	0; 0; 0; 0; 0				
1400838775517945861	NOT ABUSIVE	0; 0; 1; 0; 0				
1340659384649715714	NOT ABUSIVE	0; 0; 0; 0; 0				
1401012842539651078	NOT ABUSIVE	0; 0; 0; 0; 0				
1339465525726859265	NOT ABUSIVE	0; 0; 0; 0; 0				
1431999822962245644	NOT ABUSIVE	0; 0; 0; 0; 0				
1340348697935265792	GROUP	4; 4; 0; 1; 0	ANTI-CHRISTIANITY	4; 0; 4; 0; 4	ANIMOSITY	3; 3; 3; 3; 3
1432012486375612418	GROUP	4; 4; 0; 2; 0	ANTI-ISLAM	5; 0; 5; 5; 0	ANIMOSITY	3; 3; 3; 3; 3
1340960558238019584	NOT ABUSIVE	3; 0; 0; 3; 0				
1408101766240014347	NOT ABUSIVE	4; 1; 0; 2; 0				
1335408759385034752	NOT ABUSIVE	4; 0; 0; 4; 0				
1383831117581541383	NOT ABUSIVE	4; 0; 0; 0; 0				
1339863830034321408	NOT ABUSIVE	3; 4; 0; 2; 0				
1403013868243361801	GROUP	4; 1; 2; 4; 3	OTHERS	1; 1; 1; 1; 1		
1425417980876296192	NOT ABUSIVE	4; 0; 0; 1; 0				
1410102843491590146	GROUP	4; 2; 0; 4	ANTI-ISLAM	1; 5; 5; 0; 5	ABUSIVE HUMOR; ANIMOSITY	2; 3; 0; 0; 3
1427549015806078982	NOT ABUSIVE	3; 0; 0; 0				
1335059773532803076	NOT ABUSIVE	0; 0; 0; 0				
1334864229862690820	NOT ABUSIVE	4; 0; 0; 1				
1337347294820184066	NOT ABUSIVE	0; 0; 0; 0				
1432183609847287810	NOT ABUSIVE	0; 0; 0; 0				
1359766736271265794	GROUP	0; 2; 0; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	ANIMOSITY	2; 3; 3; 2; 3
1341714195675492352	NOT ABUSIVE	0; 0; 4; 0; 4				
1334937861267853319	NOT ABUSIVE	0; 4; 0; 0; 4				
1342200287109533702	NOT ABUSIVE	0; 0; 0; 0; 0				
1341763742640517120	NOT ABUSIVE	0; 0; 0; 0; 0				
1402967861526728704	NOT ABUSIVE	1; 0; 0; 0; 4				
1409237397083205632	NOT ABUSIVE	0; 4; 0; 0; 0				
1344443535227985920	NOT ABUSIVE	0; 0; 0; 0; 0				
1339132365478752256	NOT ABUSIVE	4; 0; 0; 0; 0				
1427911615391830020	NOT ABUSIVE	4; 0; 0; 0; 0				
1344152406100234241	NOT ABUSIVE	0; 0; 0; 0; 0				
1342480985015742467	NOT ABUSIVE	0; 0; 0; 0; 0				
1336678718165553152	NOT ABUSIVE	0; 0; 0; 0; 0				
1425889725479473155	NOT ABUSIVE	4; 0; 0; 3; 0				
1343399199853801472	NOT ABUSIVE	0; 0; 0; 0; 0				
1363925703067107330	NOT ABUSIVE	0; 0; 0; 0; 4				
1379077523837947904	GROUP	4; 0; 0; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 0	ANIMOSITY	3; 3; 3; 3; 3
1432560914822164482	NOT ABUSIVE	0; 0; 4; 4; 0				
1364269747806863373	NOT ABUSIVE	0; 0; 1; 0; 0				
1340207844356927488	NOT ABUSIVE	0; 0; 0; 0; 0				
1342719380531118084	NOT ABUSIVE	0; 0; 0; 0; 0				
1334857600014413824	NOT ABUSIVE	0; 0; 0; 0; 0				
1337459773961351171	NOT ABUSIVE	0; 1; 0; 1; 0				
1343803872016363523	NOT ABUSIVE	0; 4; 0; 4; 0				
1344632856551837702	NOT ABUSIVE	0; 0; 0; 0; 0				
1341431698010107906	NOT ABUSIVE	0; 0; 0; 0; 0				
1341569349723807744	NOT ABUSIVE	0; 0; 0; 0; 0				
1424188598262407174	NOT ABUSIVE	0; 0; 0; 0; 0				
1405894357736099845	NOT ABUSIVE	4; 0; 0; 2; 1				
1342144161588236288	NOT ABUSIVE	0; 0; 0; 0; 0				
1425840189927211009	NOT ABUSIVE	0; 0; 0; 0; 0				
1336520443755442176	NOT ABUSIVE	0; 0; 0; 0; 0				
1335834650699292674	NOT ABUSIVE	0; 0; 0; 0; 0				
1381655919281463301	NOT ABUSIVE	0; 0; 0; 0; 0				
1344557337764384771	NOT ABUSIVE	4; 0; 0; 4; 0				
1387433520163921924	NOT ABUSIVE	0; 0; 0; 0; 1				
1343563640415399938	NOT ABUSIVE	0; 0; 0; 0; 0				
1402280148628611077	OTHERS	4; 2; 2; 0; 0				
1343093560342704128	INDIVIDUAL	4; 0; 3; 3; 0				
1341178884918824961	NOT ABUSIVE	0; 0; 0; 0; 0				
1344149178478313472	NOT ABUSIVE	0; 0; 0; 0; 0				
1342694005075800067	GROUP	1; 4; 4; 4; 0	ANTI-JUDAISM	6; 6; 4; 6; 6	ANIMOSITY	2; 3; 3; 3; 0
1341872845257924608	NOT ABUSIVE	0; 0; 0; 0; 0				
1342964931046604801	NOT ABUSIVE	0; 0; 0; 0; 0				
1378895249670467586	NOT ABUSIVE	0; 0; 4; 0; 4				
1424992489732149249	NOT ABUSIVE	0; 0; 0; 0; 0				
1401497136454422529	NOT ABUSIVE	0; 0; 4; 0; 0				
1430627989683847168	NOT ABUSIVE	0; 0; 0; 0; 0				
1340977584214052864	NOT ABUSIVE	0; 0; 0; 0; 0				
1343666017986342918	NOT ABUSIVE	0; 0; 0; 0; 0				
1344352453517586437	NOT ABUSIVE	0; 0; 4; 0; 0				
1401786726952030208	NOT ABUSIVE	0; 0; 0; 0; 0				
1342058801525121025	GROUP	4; 4; 4; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	DEROGATION AND DEHUMANIZATION	2; 2; 3; 2; 2
1344164305554423809	NOT ABUSIVE	0; 4; 4; 0; 0				
1431322818818494470	NOT ABUSIVE	0; 3; 4; 0; 0				
1337372368818343936	GROUP	1; 4; 4; 0; 0	OTHERS	4; 1; 1; 0; 4		
1425216800883609607	NOT ABUSIVE	0; 4; 0; 0; 0				
1338604179913207808	NOT ABUSIVE	0; 4; 0; 0; 0				
1335648435870068737	NOT ABUSIVE	0; 0; 0; 2; 0				
1425843973025767430	NOT ABUSIVE	0; 0; 0; 0; 0				
1360402818306351110	NOT ABUSIVE	0; 0; 0; 0; 0				
1422976345282211841	NOT ABUSIVE	0; 0; 0; 0; 0				
1338666554884456451	NOT ABUSIVE	0; 4; 0; 0; 1				
1399601089918345218	NOT ABUSIVE	0; 0; 0; 4; 0				
1338157514253357056	NOT ABUSIVE	0; 0; 0; 0; 0				
1342171370877280257	NOT ABUSIVE	0; 0; 0; 0; 0				
1424473171646947334	NOT ABUSIVE	0; 0; 0; 0; 4				
1334534267620139008	NOT ABUSIVE	0; 0; 0; 0; 0				
1344013578156826626	NOT ABUSIVE	0; 0; 0; 0; 0				
1421872330180026368	NOT ABUSIVE	0; 0; 0; 0; 0				
1338913121335906306	INDIVIDUAL	3; 3; 3; 0; 0				
1430826601781018630	NOT ABUSIVE	0; 0; 0; 0; 0				
1381498271919706114	NOT ABUSIVE	0; 0; 1; 0; 0				
1340314903458926593	NOT ABUSIVE	0; 0; 0; 0; 0				
1343254224893702144	NOT ABUSIVE	0; 0; 0; 0; 0				
1402064529794600989	NOT ABUSIVE	0; 0; 0; 0; 0				
1340234774317846528	NOT ABUSIVE	0; 0; 0; 0; 4				
1342935849223159808	NOT ABUSIVE	0; 2; 4; 0; 3				
1342350605155618818	GROUP	1; 4; 4; 4; 2	ANTI-ISLAM	5; 5; 5; 5; 5	DEROGATION AND DEHUMANIZATION	3; 2; 2; 3; 2
1400066294125314048	GROUP	0; 4; 4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 5	DEROGATION AND DEHUMANIZATION	2; 3; 3; 2; 2
1338552284452548608	INDIVIDUAL	3; 1; 3; 3; 4				
1338244488553226240	NOT ABUSIVE	0; 0; 0; 0; 4				
1342656525580591104	NOT ABUSIVE	0; 4; 0; 0; 4				
1427743043021590537	GROUP	4; 4; 4	ANTI-ISLAM	5; 5; 5; 5; 5	ANIMOSITY	3; 3; 3; 3; 3
1422868338338828289	NOT ABUSIVE	0; 0; 0				
1344489062334283776	NOT ABUSIVE	0; 3; 0				
1344339858660208640	GROUP	4; 4; 4	ANTI-CHRISTIANITY	4; 4; 4; 4; 1	ABUSIVE HUMOR	2; 2; 0; 0; 0
1409643690742534148	GROUP	0; 4; 4	ANTI-JUDAISM	6; 6; 6; 6; 6	DEROGATION AND DEHUMANIZATION	2; 2; 2; 3; 3
1403338689183420416	NOT ABUSIVE	0; 4; 0				
1405553007878627335	NOT ABUSIVE	0; 4; 0				
1344515091987763201	NOT ABUSIVE	0; 4; 0				
1425996715723743232	GROUP	4; 4; 4; 2; 3	RACISM	5; 2; 2; 2; 5		
1431584541601370115	NOT ABUSIVE	0; 0; 0; 3; 4				
1344054453159292931	NOT ABUSIVE	0; 0; 0; 4; 3				
